n,const_,sum_,prod_,direct_poly,horners_poly,bubblesort.sort,quicksort.sort,timsort.sort,matrix_mult
1687,1.2377999155432916e-06,0.00028079559988327676,0.0002978939999593422,0.0011371667999810597,0.0011677808000058576,0.30956069060002844,0.005098064599951613,0.00852239500009091,0.06072489600010158
1688,1.4279999959398993e-06,0.00028346559984129274,0.0003045983999982127,0.0011410703998990356,0.001173656999890227,0.3108897718000662,0.005101206400013325,0.008515857800011873,0.06118781559989657
1689,1.34879983306746e-06,0.00028357720002532006,0.00030174360008459187,0.0011430512001425086,0.0011692774000039209,0.31196135959999083,0.0051181263998842045,0.008534514200073317,0.06115787779999664
1690,1.4761998500034678e-06,0.000287000799926318,0.0003078126001128112,0.0011432145998696796,0.0011794336001003103,0.3128329458000735,0.005118869599846221,0.008538646200031507,0.060744078200150396
1691,1.2442000297596677e-06,0.00028429280000636937,0.00030363739997483206,0.0011430707999352308,0.0011791605999860622,0.31184842860011486,0.005128029999923456,0.008573970799989183,0.06102356379997218
1692,1.618799888092326e-06,0.00028571239990924366,0.0003072101999350707,0.0011533332000908559,0.001185991400052444,0.3125965765998444,0.0051222656000391,0.008551160399929359,0.06438280400006988
1693,1.2457999218895566e-06,0.00028413719992386176,0.0003043593999791483,0.001146854800026631,0.0011839204000352766,0.31489241080016656,0.0051209768000262555,0.008587161200011906,0.061148168800082205
1694,1.5696002265030983e-06,0.0002896064001106424,0.0003128158002255077,0.0011430202000155987,0.0011863128000186407,0.31146109279989104,0.005121635400064406,0.008551376200011873,0.061129581200111714
1695,1.5186000382527708e-06,0.00028746439984388416,0.00030262120008046623,0.0011473624000245763,0.0011940584000512898,0.31307973639995906,0.005132118400069885,0.008643232799840916,0.06144544379994841
1696,1.4232001376512927e-06,0.0002914267999585718,0.00031236559998433223,0.0011523538000801636,0.0011896541999703914,0.31452688480012514,0.005132290799883777,0.008980694799811317,0.0608798929999466
1697,1.1787999028456397e-06,0.00028706139983114554,0.0003031986000678444,0.0011545779999323712,0.0011827317999632213,0.3165182320000895,0.005136148999918077,0.008632677200057514,0.061179499400077476
1698,1.3694000699615572e-06,0.0002927074000581342,0.0003116129998488759,0.0011499445999106684,0.0011902353998266336,0.31477622919992426,0.005155284599823062,0.008632820799994079,0.06128488380009003
1699,1.4184000065142755e-06,0.0002871722000236332,0.00030342460004249003,0.001154434399904858,0.0011803796000094736,0.3166564286000721,0.0051332226000340596,0.008621353000035015,0.06119913440006712
1700,1.4109999938227701e-06,0.0002909644001192646,0.00031879360003586046,0.001153182200050651,0.0011910593999346019,0.31503369200017917,0.005148050599927956,0.008642803399925469,0.061758021599962375
1701,1.4264000128605402e-06,0.00028585640002347644,0.0003007997998793144,0.0008741772000576021,0.000419333399986499,0.31677768939998713,0.005190330000004906,0.00872196399986933,0.061682180400111974
1702,1.7385999854013789e-06,0.00028841320008723417,0.0003079187999901478,0.0011543478000021422,0.0011946120000175143,0.31612390939999385,0.0051439186000607155,0.008635126599892828,0.061624796799969773
1703,1.4831999578746037e-06,0.0002910094000071695,0.0003102410000792588,0.0011495633999402343,0.0011930020001273078,0.3214518181999665,0.005219455400037987,0.008722697399934986,0.06215395600002012
1704,1.661999795032898e-06,0.00029524280007535707,0.000316085199938243,0.0011508642000990221,0.001193457000044873,0.3161900424001033,0.005171485199934977,0.008669376199941325,0.061230807599986295
1705,1.561600038257893e-06,0.0002911849999691185,0.0003097707999586419,0.0011557752000953768,0.0011858402001053037,0.31786163340011625,0.005224310999983573,0.008746471599897632,0.06175684179997916
1706,1.7222000678884797e-06,0.00029436120012178436,0.0003139153999654809,0.0011531952000041201,0.001206169200122531,0.3191052677999323,0.0051810146000207166,0.008672435200151086,0.06189360999997007
1707,1.7641999875195324e-06,0.00029903859986006863,0.00031582039991917554,0.0011584603998926468,0.0012091059999875143,0.3330534653999166,0.005228476199954457,0.00868697699997938,0.062256457599960416
1708,1.59760011229082e-06,0.0002954259999569331,0.00031372860003102686,0.0011644643998806714,0.0012098046000573958,0.3207274607999352,0.005204324800070026,0.008663089599940577,0.061426450599992674
1709,1.6199999663513154e-06,0.0002971434000755835,0.00031691640015196754,0.001156579399957991,0.0012123471999984758,0.3429676321999068,0.005234594399917114,0.008708073599973432,0.06217570619983235
1710,1.5700000403739978e-06,0.00029916720004621313,0.0003170523999870056,0.0011909138001101383,0.0012109967999094807,0.31871010180002485,0.005192599200199766,0.008681752999927994,0.06233212819997789
1711,1.6950000826909673e-06,0.00029745399988314605,0.00031387099998028136,0.001159982999888598,0.0012158325998825603,0.33911170719993605,0.005230932199901872,0.008696126000086225,0.06246039780007777
1712,1.718199928291142e-06,0.00029661300004590885,0.00031441019991689244,0.0011745685999812849,0.0012104547999115312,0.3208535261999714,0.005203261999940878,0.00868900659988867,0.0621706115998677
1713,1.5926000742183533e-06,0.000303004199940915,0.0003140254000754794,0.0011626430000433174,0.0012177137999970001,0.32745191099975274,0.0054195965999497275,0.008711879600014072,0.06199377539996931
1714,1.6083999071270227e-06,0.0002974594000079378,0.00031357920006485073,0.0011613840000791243,0.00120100160011134,0.31960970520003684,0.005545225800051412,0.008761813000091934,0.061934732000008805
1715,1.6168000001925974e-06,0.0002958426000077452,0.0003143825999359251,0.0011630792000687507,0.0011957598000662984,0.32159421260003,0.005203027999959886,0.008730630800073413,0.06254693519986176
1716,1.2698000318778212e-06,0.0002933156000835879,0.0003114079998340458,0.001164418200005457,0.001136617600059253,0.32295116679997593,0.005211112000142748,0.008786830800090684,0.06177867639989927
1717,1.634599902899936e-06,0.00029500159998860907,0.00031130899988056625,0.0011624020000454039,0.0012110929998925713,0.32161717920007504,0.005195752599956904,0.008767864400033432,0.06238956259994666
1718,1.5200001143966802e-06,0.0002859151999473397,0.000302814800033957,0.0011690930000440858,0.001138488600099663,0.32189306600002965,0.0052153859999634735,0.008796814400102448,0.06233632079993186
1719,1.510199945187196e-06,0.00029606000007333935,0.00031405359995915203,0.0011612212000727596,0.001207920000069862,0.3229735648000315,0.005211766599768452,0.008834273200045572,0.06257671180001126
1720,1.2921999768877867e-06,0.00028559720012708565,0.0003040369999325776,0.0011781617999986338,0.0011426003999986279,0.32429226000012934,0.005235684000035689,0.008838662399921305,0.06202228020001712
1721,1.7461998140788637e-06,0.00029714280008192874,0.000316681599997537,0.0011640986000202246,0.0012014415999146877,0.32452101500002756,0.00521756699999969,0.008930255999985093,0.06264973119996284
1722,1.4109999938227701e-06,0.00028908839985888337,0.0003022355999746651,0.0011641495999356265,0.00114272480004729,0.3238523705999796,0.005229363400030706,0.008955082400007086,0.06262335459996393
1723,1.7538000065542292e-06,0.0003001699999913399,0.0003101161999438773,0.0011658686000373564,0.0012078675999873667,0.32456745840008805,0.005239153799993801,0.009010229799969238,0.06389071720004721
1724,1.3560000297729858e-06,0.00028337940002529647,0.00030853359994580386,0.001164842599973781,0.001142847599930974,0.32406354659997305,0.005234835600003862,0.008974744999977701,0.062373546599974364
1725,1.711799814074766e-06,0.00029618379994644783,0.0003098608000073,0.0011691732001054334,0.0012135327999203583,0.3250996337998913,0.005249636600001395,0.009010642400062352,0.06364697860017259
1726,1.2215999049658422e-06,0.00028925039996465787,0.00030876779992468074,0.0011688067997965845,0.001138091600023472,0.3266791458000625,0.005245135399945866,0.009074438800053031,0.06367672999995193
1727,1.7031999959726817e-06,0.0003044841998416814,0.00031818600018596044,0.0011713287999555178,0.001210173399977066,0.3264428213999054,0.005271970600006171,0.009071945199957554,0.06566411899984814
1728,1.2864000382251107e-06,0.00028868400004284923,0.0003040108001187036,0.0011726554000233592,0.0011521965999236271,0.32634734100010976,0.005290721399978793,0.009446040599959816,0.0635473477999767
1729,1.386399981129216e-06,0.00029370160000325997,0.0003114352000920917,0.0011711342001035519,0.0011423773999013065,0.32685562360011317,0.005301850000159902,0.0090463828000793,0.06615535100008856
1730,1.3178000699554104e-06,0.0002892290000090725,0.0003110655999989831,0.0011711151998497372,0.0011478251999506028,0.32679938459996266,0.005309154999849852,0.009032125599969732,0.06613290360010068
1731,1.5159998838498723e-06,0.00029206439994595713,0.0003093111999078246,0.0011714640000718645,0.0011439238001003105,0.3283308800000668,0.005303218999961246,0.00895471620015087,0.06613155280019782
1732,1.3311999282450416e-06,0.0002976892000333464,0.0003116998000223248,0.0011721276001480873,0.001143539199983934,0.32821405780014173,0.005315040999994381,0.008920034799848509,0.06684073640008137
1733,1.3056000170763581e-06,0.0002948621999166789,0.00030835979978292014,0.0011743892000595224,0.0011431450000600307,0.32726245739995646,0.00530301459994007,0.00891609359987342,0.06645807800014154
1734,1.4351999197970144e-06,0.00029207439993115256,0.00031021360009617636,0.0011763622000216857,0.001144376599950192,0.32867887419997716,0.00532455820011819,0.00892746800018358,0.06652811579997434
1735,1.255000097444281e-06,0.0002946358000372129,0.00030978640006651403,0.0011716452000655408,0.001149586600058683,0.3285056681998867,0.005334222800047428,0.008951559999968595,0.06607952100011971
1736,1.2530000276456122e-06,0.00028624420001506224,0.0003074172000196995,0.0011810431999037974,0.001152202200046304,0.34499865339985264,0.005320727199978137,0.00892740320005032,0.06645380539985127
1737,1.2889999197795986e-06,0.0002916665999691759,0.00030929219983590885,0.0011744068000552944,0.0011630143999354914,0.3602597890000652,0.005317347400068684,0.009147353600019415,0.06709032140015551
1738,1.6446000699943396e-06,0.0002917531998718914,0.0003091100000347069,0.0011773403998631693,0.001163176999943971,0.35687044799997236,0.005341241000041919,0.008886897999946086,0.06721863140010101
1739,1.366400010738289e-06,0.00029233259992906825,0.0003110624001237738,0.0012025470001390203,0.0011654039999484667,0.34035764639984334,0.005321711399938067,0.008857917400018778,0.06744985919985994
1740,1.3554001270676963e-06,0.00029600659991046996,0.00031131920004554556,0.0011950917998547084,0.001154159199904825,0.3311117563998778,0.005300448799971491,0.008884677999867563,0.06772707800000717
1741,1.2685999536188318e-06,0.00029073840014461896,0.00032563760005359653,0.001175352600057522,0.0011533882002368046,0.3318536502000825,0.005288486199879117,0.008881534599913721,0.06794451099985963
1742,1.264200000150595e-06,0.00029011499991611346,0.00031123240005399567,0.0011744401999749243,0.0011500888001137355,0.3420127898000828,0.005289130600067438,0.008870029200079444,0.06821375440013071
1743,1.273400084755849e-06,0.0002952094000647776,0.00031525339991276267,0.001176813999973092,0.0011514559997522155,0.3314704055999755,0.005302274199948442,0.008908311799950752,0.06821292200011157
1744,1.2323999726504554e-06,0.00029045599985693115,0.0003080213999055559,0.0011862774001201615,0.0011568779999834079,0.3398598462001246,0.005292990599900804,0.008913570999902731,0.06849324559971137
1745,1.2382000022626017e-06,0.00029372899998634237,0.0003171155999552866,0.001180803800070862,0.001153193200025271,0.3312149716000022,0.0052986563999184,0.008959808199961117,0.0685366994001015
1746,1.544800034025684e-06,0.00028865799995401174,0.00030848839987811515,0.0011943026001063118,0.0011553337999430369,0.3327531092000754,0.005303391599954921,0.008925231000011991,0.06845520020006006
1747,1.3830001080350484e-06,0.00029851080007574636,0.00031150220002018614,0.0011810871999841765,0.0011563636000573752,0.3330903531999866,0.005308867800067674,0.008912639999925887,0.06878574419997677
1748,1.611600055184681e-06,0.0002950934000182315,0.0003086710000388848,0.0011797107998972934,0.0011580460000004678,0.3365053294000063,0.005305420599779609,0.008933446999890293,0.0690130671998304
1749,1.2991999938094523e-06,0.0002914326001700829,0.0003153173999635328,0.001184183200075495,0.0011623706000136735,0.3325698014000409,0.005313729999943462,0.008957315600036963,0.06898490539988415
1750,1.607799913472263e-06,0.00029495399985535187,0.00031895200017970635,0.001183641199986596,0.001154208399930212,0.34633615299999293,0.0053235767998558005,0.008920574800049508,0.07122928740000134
1751,1.374000021314714e-06,0.00029708619995290065,0.0003167345998917881,0.001186212999982672,0.001159573399945657,0.3356178383999577,0.005320423600096547,0.00895351680001113,0.06908814119988164
1752,1.3143999240128323e-06,0.0002887283999370993,0.00030726340010005514,0.0011819423999440914,0.0011644269999123934,0.33991416399994706,0.005351455200070632,0.008971637400100008,0.06918563200006247
1753,1.2542000149551313e-06,0.0002943266000329459,0.00031473779999942054,0.0011805873999946926,0.001161432600019907,0.33550546080005006,0.005337756599783461,0.00898991260010007,0.06915166580001823
1754,1.3172000763006509e-06,0.0002954167999632773,0.00031464819994653226,0.001184053200086055,0.001163094599996839,0.3407043107998106,0.005324151999957394,0.008988838400000532,0.06915633459993842
1755,1.2583999705384485e-06,0.0002924930000517634,0.00031347560025096755,0.0011790165999627789,0.0011580564000723825,0.3358618415999445,0.005332091799846239,0.009006708199922286,0.06946186780005519
1756,1.3687999853573274e-06,0.0002950000000055297,0.00031617019994882866,0.0011818842000138829,0.001161277000028349,0.34033471100001406,0.005327794999993784,0.008957516000100441,0.06983866980008316
1757,1.3064000086160377e-06,0.0002922889999354084,0.0003085756000473339,0.0011850378001327043,0.0011559755998860055,0.3378051392000089,0.00535071300000709,0.008996734399897833,0.06980038539995803
1758,1.3839999155607074e-06,0.00029063600004519685,0.000307879999945726,0.0011898835999090806,0.0011642012000265822,0.33822392880001645,0.005338099200071156,0.009018301200012502,0.06979711940011839
1759,1.4573999578715302e-06,0.00029175379995649564,0.0003088455998295103,0.0011863839999023186,0.001160516999880201,0.3381460352000431,0.005351550200066413,0.008972266999990097,0.06995387340002708
1760,1.2653998965106438e-06,0.0002948973999991722,0.0003145607998703781,0.0011842689998957212,0.001158736199977284,0.33840695760000017,0.005348758399941289,0.009448397000051045,0.0699419513999601
